text,font_size,size_vs_body,is_bold,y_pos,line_length,word_count,is_all_caps,starts_with_number,ends_with_colon,page_num,doc_name,label
the financial plan for the implementation,11,0,0,614,41,6,0,0,0,5,E0H1CM114.pdf,
"the financial plan for the first 2 operating years, including capital and operating costs,",11,0,0,627,90,14,0,0,0,5,E0H1CM114.pdf,
"revenues, etc.",11,0,0,640,14,2,0,0,0,5,E0H1CM114.pdf,
a financial forecast for the succeeding 2 operating years,11,0,0,652,57,9,0,0,0,5,E0H1CM114.pdf,
the services and products to be delivered by the ODL,11,0,0,665,52,10,0,0,0,5,E0H1CM114.pdf,
how the ODL will operate and be managed following the implementation,11,0,0,678,68,11,0,0,0,5,E0H1CM114.pdf,
"who will be involved, and what their role/responsibility will be, for both the",11,0,0,690,78,13,0,0,0,5,E0H1CM114.pdf,
implementation and operational stages,11,0,0,703,37,4,0,0,0,5,E0H1CM114.pdf,
6 6 6 6,9,-2,0,731,7,4,0,1,0,5,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,5,E0H1CM114.pdf,
the marketing and communications plan for the ODL,11,0,0,70,49,8,0,0,0,6,E0H1CM114.pdf,
the commitment of all stakeholders to their responsibilities,11,0,0,83,60,8,0,0,0,6,E0H1CM114.pdf,
The process of developing this business plan must be extremely consultative to ensure that,11,0,0,108,90,14,0,0,0,6,E0H1CM114.pdf,
all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,11,0,0,121,90,13,0,0,0,6,E0H1CM114.pdf,
indicate how this consultative process will be approached.,11,0,0,134,58,8,0,0,0,6,E0H1CM114.pdf,
"The business plan for the ODL must address significant issues. There are, for example,",11,0,0,159,86,14,0,0,0,6,E0H1CM114.pdf,
enormous differences in the financial resources available to libraries mandated to provide,11,0,0,171,90,12,0,0,0,6,E0H1CM114.pdf,
"similar services. Some post-secondary and public libraries, particularly those in large urban",11,0,0,184,93,12,0,0,0,6,E0H1CM114.pdf,
"areas, have the facilities, funding and technological infrastructure necessary to service their",11,0,0,197,95,12,0,0,0,6,E0H1CM114.pdf,
"patrons with electronic services and resources.  Many others, particularly in rural regions, do",11,0,0,209,95,13,0,0,0,6,E0H1CM114.pdf,
not. The proposal must indicate how these issues will be approached.,11,0,0,222,68,11,0,0,0,6,E0H1CM114.pdf,
Milestones,12,1,0,270,10,1,0,0,0,6,E0H1CM114.pdf,
1) A preliminary report will be issued during June 2003.,11,0,0,301,56,10,0,0,0,6,E0H1CM114.pdf,
"2) It is expected that an Interim Report, suitable for distribution to the broader library",11,0,0,326,90,15,0,0,0,6,E0H1CM114.pdf,
"community will be available by August 1, 2003 and that there will be an opportunity",11,0,0,338,83,15,0,0,0,6,E0H1CM114.pdf,
for responses to be evaluated.,11,0,0,351,30,5,0,0,0,6,E0H1CM114.pdf,
3) The business plan must be completed and approved by the ODL Steering Committee,11,0,0,376,81,14,0,0,0,6,E0H1CM114.pdf,
"no later than September 30, 2003.",11,0,0,388,33,6,0,0,0,6,E0H1CM114.pdf,
Approach and Specific Proposal Requirements,12,1,0,424,43,5,0,0,0,6,E0H1CM114.pdf,
The firm/consultant (or proposed team of consultants) will be expected to work closely with,11,0,0,455,91,14,0,0,0,6,E0H1CM114.pdf,
the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,11,0,0,467,85,14,0,0,0,6,E0H1CM114.pdf,
"Given the consultative nature of this business planning process, the firm/consultant will also",11,0,0,480,94,13,0,0,0,6,E0H1CM114.pdf,
be expected to travel and communicate regularly with various stakeholders as well as with,11,0,0,493,89,14,0,0,0,6,E0H1CM114.pdf,
electronic resource publishers/vendors.,11,0,0,505,39,3,0,0,0,6,E0H1CM114.pdf,
The proposal should include the following information:,11,0,0,530,54,7,0,0,1,6,E0H1CM114.pdf,
a) name of the firm/consultant,11,0,0,555,30,5,0,0,0,6,E0H1CM114.pdf,
"b) names of those individuals who will be engaged in this project, their specific",11,0,0,567,81,14,0,0,0,6,E0H1CM114.pdf,
responsibilities on this project and relevant experience/qualifications,11,0,0,580,71,7,0,0,0,6,E0H1CM114.pdf,
c) description of similar engagements that highlight the firm’s experience in business,11,0,0,592,86,12,0,0,0,6,E0H1CM114.pdf,
planning and building stakeholder commitment,11,0,0,605,44,5,0,0,0,6,E0H1CM114.pdf,
d) references with details of work completed for these references,11,0,0,618,65,10,0,0,0,6,E0H1CM114.pdf,
"e) description of the approach that will be used for completing the business plan,",11,0,0,630,82,14,0,0,0,6,E0H1CM114.pdf,
including a timeline,11,0,0,643,20,3,0,0,0,6,E0H1CM114.pdf,
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",11,0,0,656,91,14,0,0,0,6,E0H1CM114.pdf,
structure,11,0,0,668,9,1,0,0,0,6,E0H1CM114.pdf,
7 7 7 7,9,-2,0,731,7,4,0,1,0,6,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,6,E0H1CM114.pdf,
Evaluation and Awarding of Contract,12,1,0,81,35,5,0,0,0,7,E0H1CM114.pdf,
The contract will be awarded to the bidder whose submission offers the best value; the contract will,11,0,0,121,100,17,0,0,0,7,E0H1CM114.pdf,
not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,11,0,0,134,98,18,0,0,0,7,E0H1CM114.pdf,
any of the bidders responding to this RFP and we may seek further response.,11,0,0,146,75,14,0,0,0,7,E0H1CM114.pdf,
"Specifically, proposals will be evaluated proposals according to the following criteria:",11,0,0,171,88,11,0,0,1,7,E0H1CM114.pdf,
Quality of the proposal /approach outlined for undertaking the business planning process,11,0,0,208,88,12,0,0,0,7,E0H1CM114.pdf,
Demonstrated experience,11,0,0,221,23,2,0,0,0,7,E0H1CM114.pdf,
"Cost, including expenses",11,0,0,234,24,3,0,0,0,7,E0H1CM114.pdf,
Timeline and projected completion date,11,0,0,246,38,5,0,0,0,7,E0H1CM114.pdf,
Other relevant factors as determined by the ODL Steering Committee,11,0,0,259,66,10,0,0,0,7,E0H1CM114.pdf,
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,11,0,0,285,80,13,0,0,0,7,E0H1CM114.pdf,
(mridley@uoguelph.ca).,11,0,0,297,22,1,0,0,0,7,E0H1CM114.pdf,
Bidders are asked not to contact any other member of the ODL Catalyst T eam or the ODL Steering,11,0,0,323,95,19,0,0,0,7,E0H1CM114.pdf,
Committee.,11,0,0,335,10,1,0,0,0,7,E0H1CM114.pdf,
8 8 8 8,9,-2,0,731,7,4,0,1,0,7,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,7,E0H1CM114.pdf,
Appendix A:  ODL Envisioned Phases & Funding,12,1,0,108,44,7,0,0,0,8,E0H1CM114.pdf,
Phase I:  Business Planning,10,-1,1,138,27,4,0,0,0,8,E0H1CM114.pdf,
Timeline: March 2003 – September 2003,10,-1,1,161,37,6,0,0,0,8,E0H1CM114.pdf,
"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government.",10,-1,1,173,96,12,0,0,0,8,E0H1CM114.pdf,
Result: The ODL business plan,10,-1,1,196,29,5,0,0,0,8,E0H1CM114.pdf,
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",10,-1,0,219,105,19,0,0,0,8,E0H1CM114.pdf,
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",10,-1,0,230,101,15,0,0,0,8,E0H1CM114.pdf,
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,10,-1,0,242,99,17,0,0,0,8,E0H1CM114.pdf,
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",10,-1,0,265,102,16,0,0,0,8,E0H1CM114.pdf,
consultative approach. To ensure that the planning results in a workable plan with the full commitment,10,-1,0,276,102,16,0,0,0,8,E0H1CM114.pdf,
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",10,-1,0,288,92,15,0,0,0,8,E0H1CM114.pdf,
communication components so critical in a consultative process.,10,-1,0,299,63,8,0,0,0,8,E0H1CM114.pdf,
Phase II: Implementing and Transitioning,10,-1,1,334,40,5,0,0,0,8,E0H1CM114.pdf,
Timeline: April 2004 – December 2006,10,-1,1,357,36,6,0,0,0,8,E0H1CM114.pdf,
Funding Requested: Funding from other states and provinces suggest that the ODL could receive,10,-1,1,368,93,14,0,0,0,8,E0H1CM114.pdf,
"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",10,-1,0,380,102,17,0,0,0,8,E0H1CM114.pdf,
stakeholders and other interested parties.,10,-1,0,391,42,5,0,0,0,8,E0H1CM114.pdf,
Result: The ODL is implemented and validated,10,-1,1,414,44,7,0,0,0,8,E0H1CM114.pdf,
The second phase will be to implement the ODL based on the business plan. This phase recognizes,10,-1,0,437,95,17,0,0,0,8,E0H1CM114.pdf,
that for ODL to be optimally successful libraries must transition to a new way of doing business and,10,-1,0,449,100,18,0,0,0,8,E0H1CM114.pdf,
providing services. The transition must occur while libraries continue to provide existing services and,10,-1,0,460,103,14,0,0,0,8,E0H1CM114.pdf,
"respond to current challenges. This implementation phase will funded by a partnership of government,",10,-1,0,472,100,14,0,0,0,8,E0H1CM114.pdf,
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,10,-1,0,483,90,14,0,0,0,8,E0H1CM114.pdf,
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,10,-1,0,506,105,16,0,0,0,8,E0H1CM114.pdf,
"and content of the ODL is created and secured. Some of the funding will be new money, although there",10,-1,0,518,100,19,0,0,0,8,E0H1CM114.pdf,
is every indication that existing budgets and methods of operating may be modified as a result of,10,-1,0,529,97,17,0,0,0,8,E0H1CM114.pdf,
"recommendations . During this phase the polices, procedures, governance structures and accountability",10,-1,0,541,101,12,0,0,0,8,E0H1CM114.pdf,
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",10,-1,0,552,101,17,0,0,0,8,E0H1CM114.pdf,
"Information resources will be identified, contracts for these resources will be negotiated and resources",10,-1,0,564,104,14,0,0,0,8,E0H1CM114.pdf,
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,10,-1,0,575,98,17,0,0,0,8,E0H1CM114.pdf,
achieving its objectives and is accountable to its key communities.,10,-1,0,587,67,10,0,0,0,8,E0H1CM114.pdf,
Phase III: Operating and Growing the ODL,10,-1,1,610,40,7,0,0,0,8,E0H1CM114.pdf,
Timeline: January 2007 -,10,-1,1,633,24,4,0,0,0,8,E0H1CM114.pdf,
Funding: $50 Million annually ($35 Million requested from government),10,-1,1,644,69,9,0,0,0,8,E0H1CM114.pdf,
Result: The ODL is fully operational and sustainable,10,-1,1,667,52,8,0,0,0,8,E0H1CM114.pdf,
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,10,-1,0,690,104,17,0,0,0,8,E0H1CM114.pdf,
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,10,-1,0,702,100,16,0,0,0,8,E0H1CM114.pdf,
9 9 9 9,9,-2,0,731,7,4,0,1,0,8,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,8,E0H1CM114.pdf,
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,10,-1,0,71,106,15,0,0,0,9,E0H1CM114.pdf,
to enhance the ODL.,10,-1,0,82,19,4,0,0,0,9,E0H1CM114.pdf,
The ongoing funding of the ODL will be based on a partnership model involving all the key participants,10,-1,0,105,102,18,0,0,0,9,E0H1CM114.pdf,
"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",10,-1,0,116,107,13,0,0,0,9,E0H1CM114.pdf,
expected to make financial contributions to the ODL. It is important in achieving the full impact of the,10,-1,0,128,104,18,0,0,0,9,E0H1CM114.pdf,
"ODL on Ontario’s economy, society and learning support that all library sectors are participants",10,-1,0,140,96,14,0,0,0,9,E0H1CM114.pdf,
"(university, colleges, public libraries and schools).",10,-1,0,151,53,6,0,0,0,9,E0H1CM114.pdf,
"The proposed funding model requires a continuing government investment, but also recognizes that as",10,-1,0,169,99,14,0,0,0,9,E0H1CM114.pdf,
the ODL matures a growing share of ODL funding will come from libraries and non-governmental,10,-1,0,180,92,15,0,0,0,9,E0H1CM114.pdf,
sources. During the 3-year implementation phase (2004 – 2006) libraries will realign their budgets to,10,-1,0,192,101,15,0,0,0,9,E0H1CM114.pdf,
enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,10,-1,0,203,95,15,0,0,0,9,E0H1CM114.pdf,
endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,10,-1,0,215,102,14,0,0,0,9,E0H1CM114.pdf,
outlines the model. This model is based on these assumptions:,10,-1,0,226,61,10,0,0,1,9,E0H1CM114.pdf,
1. that ODL expenditures will increase by 50% over a 10 year period,10,-1,0,244,67,13,0,0,0,9,E0H1CM114.pdf,
2. that government funding will decrease from 70% to 45% during that 10 year period,10,-1,0,261,83,15,0,0,0,9,E0H1CM114.pdf,
"3. that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",10,-1,0,279,96,14,0,0,0,9,E0H1CM114.pdf,
during the same period,10,-1,0,290,22,4,0,0,0,9,E0H1CM114.pdf,
OVERVIEW OF ODL FUNDING MODEL,10,-1,1,319,29,5,1,0,0,9,E0H1CM114.pdf,
Funding Source 2007 2017,12,1,1,342,24,4,0,0,0,9,E0H1CM114.pdf,
Government $35M (70%) $33.75M (45%),10,-1,0,357,35,5,0,0,0,9,E0H1CM114.pdf,
Libraries $10M (20%) $22.5M (30%),10,-1,0,369,33,5,0,0,0,9,E0H1CM114.pdf,
Endowment $4.5M (9%) $15M (20%),10,-1,0,381,31,5,0,0,0,9,E0H1CM114.pdf,
Gifts/In-Kind $0.5M (1%) $3.75M (5%),10,-1,0,393,36,5,0,0,0,9,E0H1CM114.pdf,
TOTAL ANNUAL $50M $75M,10,-1,1,405,22,4,1,0,0,9,E0H1CM114.pdf,
"While the private sector will be invited to participate in the ODL through the endowment, gifts and in-",10,-1,0,440,103,18,0,0,0,9,E0H1CM114.pdf,
"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",10,-1,0,451,101,14,0,0,0,9,E0H1CM114.pdf,
of the ODL and help to offset operating costs.,10,-1,0,463,46,9,0,0,0,9,E0H1CM114.pdf,
A $50M budget leverages the consortium buying power of the province’s libraries to secure the best,10,-1,0,486,98,16,0,0,0,9,E0H1CM114.pdf,
"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",10,-1,0,497,105,15,0,0,0,9,E0H1CM114.pdf,
this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,10,-1,0,509,107,17,0,0,0,9,E0H1CM114.pdf,
amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,10,-1,0,520,101,17,0,0,0,9,E0H1CM114.pdf,
of the nature of the ODL digital collection is appended). The proposed ODL expenditures in 2006,10,-1,0,532,95,16,0,0,0,9,E0H1CM114.pdf,
represent an investment of $5.00 per citizen.,10,-1,1,543,45,7,0,0,0,9,E0H1CM114.pdf,
It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,10,-1,0,566,108,19,0,0,0,9,E0H1CM114.pdf,
double benefit: it supports a province-wide library of high quality information resources and it,10,-1,0,578,96,14,0,0,0,9,E0H1CM114.pdf,
strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,10,-1,0,589,105,16,0,0,0,9,E0H1CM114.pdf,
that enhance local services. This multiplier means that for every dollar invested in ODL the return,10,-1,0,601,99,16,0,0,0,9,E0H1CM114.pdf,
on investment is worth $2 of value for Ontario.,10,-1,1,612,47,9,0,0,0,9,E0H1CM114.pdf,
10 10 10 10,9,-2,0,731,11,4,0,1,0,9,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,9,E0H1CM114.pdf,
Appendix B: ODL Steering Committee Terms of Reference,12,1,0,93,53,8,0,0,0,10,E0H1CM114.pdf,
1. Preamble,10,-1,1,135,11,2,0,0,0,10,E0H1CM114.pdf,
Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,10,-1,0,158,101,15,0,0,0,10,E0H1CM114.pdf,
and supported by its diverse stakeholder communities (see: www.odl.on.ca ).  The business,10,-1,0,170,89,12,0,0,0,10,E0H1CM114.pdf,
"development planning and commitment process will be overseen by a Steering Committee, who are",10,-1,0,181,93,14,0,0,0,10,E0H1CM114.pdf,
accountable to potential ODL funders including  the Province of Ontario.,10,-1,0,193,72,10,0,0,0,10,E0H1CM114.pdf,
2. Terms of Reference,10,-1,1,216,21,4,0,0,0,10,E0H1CM114.pdf,
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",10,-1,0,239,94,15,0,0,0,10,E0H1CM114.pdf,
"business plan, securing sector support, and management of the planners and process.  Specific",10,-1,0,250,93,13,0,0,0,10,E0H1CM114.pdf,
responsibilities include:,10,-1,0,262,25,2,0,0,1,10,E0H1CM114.pdf,
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",10,-1,0,285,101,15,0,1,0,10,E0H1CM114.pdf,
"governance, management, funding model and structure, organizational structure, marketing,",10,-1,0,296,89,9,0,0,0,10,E0H1CM114.pdf,
"staffing, and evaluation;",10,-1,0,308,25,3,0,0,0,10,E0H1CM114.pdf,
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",10,-1,0,319,100,14,0,1,0,10,E0H1CM114.pdf,
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",10,-1,0,331,90,11,0,0,0,10,E0H1CM114.pdf,
making;,10,-1,0,342,7,1,0,0,0,10,E0H1CM114.pdf,
2.3 recruiting and managing the business planner(s);,10,-1,0,354,52,7,0,1,0,10,E0H1CM114.pdf,
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",10,-1,0,365,96,13,0,1,0,10,E0H1CM114.pdf,
expenditures;,10,-1,0,377,13,1,0,0,0,10,E0H1CM114.pdf,
2.5 serving as a focus group for business planner(s) to test ideas;,10,-1,0,388,67,12,0,1,0,10,E0H1CM114.pdf,
2.6 providing signoff for business planner(s) at key decision points of business plan development;,10,-1,0,400,98,14,0,1,0,10,E0H1CM114.pdf,
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",10,-1,0,411,99,11,0,1,0,10,E0H1CM114.pdf,
of the business plan;,10,-1,0,423,21,4,0,0,0,10,E0H1CM114.pdf,
2.8 presenting the business plan to funders,10,-1,0,434,43,7,0,1,0,10,E0H1CM114.pdf,
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,10,-1,0,446,96,14,0,1,0,10,E0H1CM114.pdf,
and education communities.,10,-1,0,457,26,3,0,0,0,10,E0H1CM114.pdf,
3. Membership,10,-1,1,480,13,2,0,0,0,10,E0H1CM114.pdf,
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",10,-1,0,503,101,16,0,0,0,10,E0H1CM114.pdf,
representatives to the steering committee,10,-1,0,515,41,5,0,0,0,10,E0H1CM114.pdf,
3.1 Schools:,10,-1,0,538,12,2,0,1,1,10,E0H1CM114.pdf,
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,10,-1,0,549,90,13,0,0,0,10,E0H1CM114.pdf,
Coordinators of Ontario (TALCO)  ( Executive Council of OSLA to name representative in,10,-1,0,561,86,13,0,0,0,10,E0H1CM114.pdf,
consultation with TALCO ),10,-1,0,572,25,4,0,0,0,10,E0H1CM114.pdf,
3.2 Universities:,10,-1,0,584,17,2,0,1,1,10,E0H1CM114.pdf,
- Ontario Council of University Libraries (OCUL) ( OCUL to name ),10,-1,0,595,65,12,0,0,0,10,E0H1CM114.pdf,
3.3 Colleges:,10,-1,0,607,13,2,0,1,1,10,E0H1CM114.pdf,
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name )",10,-1,0,618,85,15,0,0,0,10,E0H1CM114.pdf,
3.4 Public libraries:,10,-1,0,630,21,3,0,1,1,10,E0H1CM114.pdf,
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",10,-1,0,641,93,12,0,0,0,10,E0H1CM114.pdf,
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",10,-1,0,653,87,12,0,0,0,10,E0H1CM114.pdf,
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),10,-1,0,664,88,12,0,0,0,10,E0H1CM114.pdf,
"( Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name )",10,-1,0,676,57,11,0,0,0,10,E0H1CM114.pdf,
11 11 11 11,9,-2,0,731,11,4,0,1,0,10,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,10,E0H1CM114.pdf,
3.5 Ontario Library Association representative (ex-officio)  ( OLA to appoint one representative ),10,-1,0,70,98,13,0,1,0,11,E0H1CM114.pdf,
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,10,-1,0,82,91,17,0,0,0,11,E0H1CM114.pdf,
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",10,-1,0,94,94,14,0,0,0,11,E0H1CM114.pdf,
"the preparation of the business plan, finance, and communications.",10,-1,0,105,66,9,0,0,0,11,E0H1CM114.pdf,
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",10,-1,0,128,94,17,0,1,0,11,E0H1CM114.pdf,
"discretion, call on invited experts to advise on issues as required.",10,-1,0,140,68,11,0,0,0,11,E0H1CM114.pdf,
4. Appointment Criteria and Process,10,-1,1,163,35,5,0,0,0,11,E0H1CM114.pdf,
4.1 Groups and organizations named in Section 3 above are responsible for appointing up to two,10,-1,0,186,94,16,0,1,0,11,E0H1CM114.pdf,
representatives to the Steering Committee.,10,-1,0,198,42,5,0,0,0,11,E0H1CM114.pdf,
4.2 Desired characteristics for steering committee appointees include:,10,-1,0,222,70,8,0,1,1,11,E0H1CM114.pdf,
Strategic thinkers;,10,-1,0,246,19,2,0,0,0,11,E0H1CM114.pdf,
•,10,-1,0,247,1,1,0,0,0,11,E0H1CM114.pdf,
• Committed to the concept of multi-sector partnerships;,10,-1,0,259,56,8,0,0,0,11,E0H1CM114.pdf,
• Knowledgeable about digital libraries and resources;,10,-1,0,271,54,7,0,0,0,11,E0H1CM114.pdf,
Knowledgeable about government structures;,10,-1,0,283,42,4,0,0,0,11,E0H1CM114.pdf,
•,10,-1,0,284,1,1,0,0,0,11,E0H1CM114.pdf,
Respected by their communities; influential;,10,-1,0,295,44,5,0,0,0,11,E0H1CM114.pdf,
•,10,-1,0,296,1,1,0,0,0,11,E0H1CM114.pdf,
Able to take a consultative approach;,10,-1,0,307,37,6,0,0,0,11,E0H1CM114.pdf,
•,10,-1,0,308,1,1,0,0,0,11,E0H1CM114.pdf,
•,12,1,0,320,1,1,0,0,0,11,E0H1CM114.pdf,
Able to devote time to Steering Committee business: approximately one day per month for,10,-1,0,321,87,14,0,0,0,11,E0H1CM114.pdf,
.,12,1,0,332,1,1,0,0,0,11,E0H1CM114.pdf,
meetings plus 2-3 working days per month on related activities,10,-1,0,335,62,10,0,0,0,11,E0H1CM114.pdf,
5. Term,10,-1,1,358,7,2,0,0,0,11,E0H1CM114.pdf,
Expected term on the Steering Committee is the time required to complete development of the,10,-1,0,381,91,15,0,0,0,11,E0H1CM114.pdf,
business plan plus two months. This process is expected to take approximately 6 months.,10,-1,0,392,87,14,0,0,0,11,E0H1CM114.pdf,
6. Chair,10,-1,1,415,8,2,0,0,0,11,E0H1CM114.pdf,
Chair will be appointed by the Board of the Ontario Library Association.,10,-1,0,439,72,12,0,0,0,11,E0H1CM114.pdf,
Role of the Chair:,10,-1,0,464,18,4,0,0,1,11,E0H1CM114.pdf,
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,10,-1,0,487,104,19,0,0,0,11,E0H1CM114.pdf,
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",10,-1,0,498,96,14,0,0,0,11,E0H1CM114.pdf,
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,10,-1,0,510,101,19,0,0,0,11,E0H1CM114.pdf,
"the business plan, and communications to stakeholders, funders, and government.",10,-1,0,521,79,10,0,0,0,11,E0H1CM114.pdf,
7. Meetings,10,-1,1,544,11,2,0,0,0,11,E0H1CM114.pdf,
It is expected that in person meetings are held once per month and the majority of business will be,10,-1,0,567,99,19,0,0,0,11,E0H1CM114.pdf,
"conducted by e-mail, and teleconference.",10,-1,0,579,40,5,0,0,0,11,E0H1CM114.pdf,
8. Lines of Accountability and Communication,10,-1,1,602,44,6,0,0,0,11,E0H1CM114.pdf,
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",10,-1,0,625,94,16,0,1,0,11,E0H1CM114.pdf,
funders.,10,-1,0,636,8,1,0,0,0,11,E0H1CM114.pdf,
8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,10,-1,0,659,105,17,0,1,0,11,E0H1CM114.pdf,
"ODL funders to finance the business plan, to hold the funds in a separate account, and",10,-1,0,671,86,16,0,0,0,11,E0H1CM114.pdf,
disperse them for purposes as  directed by the Steering Committee. OLA will provide,10,-1,0,682,83,13,0,0,0,11,E0H1CM114.pdf,
financial reports to the Steering Committee as requested and shall comply with all,10,-1,0,694,82,13,0,0,0,11,E0H1CM114.pdf,
government reporting regulations for funds received.,10,-1,0,705,52,6,0,0,0,11,E0H1CM114.pdf,
12 12 12 12,9,-2,0,731,11,4,0,1,0,11,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,11,E0H1CM114.pdf,
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,10,-1,0,82,94,14,0,1,0,12,E0H1CM114.pdf,
ongoing communications and consultation on issues and progress.  The Steering committee,10,-1,0,94,87,11,0,0,0,12,E0H1CM114.pdf,
is responsible for strong liaison with government particularly the Chief Information Officer,10,-1,0,105,92,12,0,0,0,12,E0H1CM114.pdf,
"Community Services Cluster, ADM’s and Deputy Ministers.",10,-1,0,117,55,7,0,0,0,12,E0H1CM114.pdf,
9. Financial and Administrative Policies,10,-1,1,139,40,5,0,0,0,12,E0H1CM114.pdf,
9.1 Service on the Steering Committee is non-remunerative,10,-1,0,163,57,8,0,1,0,12,E0H1CM114.pdf,
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,10,-1,0,174,94,14,0,1,0,12,E0H1CM114.pdf,
policies of the Ontario Library Association,10,-1,0,186,43,6,0,0,0,12,E0H1CM114.pdf,
9.3 Conflict of Interest:,10,-1,0,197,25,4,0,1,1,12,E0H1CM114.pdf,
The ODL Steering Committee will function according to standard conflict of interest guidelines,10,-1,0,209,94,13,0,0,0,12,E0H1CM114.pdf,
"ensuring that members,  their immediate family members, or their places of employment, will",10,-1,0,220,91,13,0,0,0,12,E0H1CM114.pdf,
not benefit financially from the decisions  the Steering Committee might make. As a first,10,-1,0,232,89,14,0,0,0,12,E0H1CM114.pdf,
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",10,-1,0,243,97,16,0,0,0,12,E0H1CM114.pdf,
statement and procedural guidelines that will govern its work.,10,-1,0,255,62,9,0,0,0,12,E0H1CM114.pdf,
13 13 13 13,9,-2,0,731,11,4,0,1,0,12,E0H1CM114.pdf,
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,-3,1,733,68,11,0,0,0,12,E0H1CM114.pdf,
Appendix C: ODL’s Envisioned Electronic Resources,12,1,0,93,49,6,0,0,0,13,E0H1CM114.pdf,
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,10,-1,0,135,97,17,0,0,0,13,E0H1CM114.pdf,
